"REF_DATE","GEO","DGUID","Commodity","Supply and disposition","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24653","","","","0"
"2010-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24574","","","","0"
"2010-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27519","","","","0"
"2010-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","28853","","","","0"
"2010-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","29119","","","","0"
"2010-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","28782","","","","0"
"2010-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27450","","","","0"
"2010-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25820","","","","0"
"2010-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24211","","","","0"
"2010-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22759","","","","0"
"2010-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21913","","","","0"
"2010-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","19292","","","","0"
"2011-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","18791","","","","0"
"2011-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","19532","","","","0"
"2011-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21185","","","","0"
"2011-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23442","","","","0"
"2011-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22501","","","","0"
"2011-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23197","","","","0"
"2011-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22773","","","","0"
"2011-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24208","","","","0"
"2011-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22443","","","","0"
"2011-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21352","","","","0"
"2011-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","19676","","","","0"
"2011-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","17881","","","","0"
"2012-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","19055","","","","0"
"2012-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21262","","","","0"
"2012-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23140","","","","0"
"2012-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25964","","","","0"
"2012-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27565","","","","0"
"2012-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","26656","","","","0"
"2012-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23972","","","","0"
"2012-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23831","","","","0"
"2012-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25599","","","","0"
"2012-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25751","","","","0"
"2012-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24826","","","","0"
"2012-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24175","","","","0"
"2013-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25037","","","","0"
"2013-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27086","","","","0"
"2013-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27748","","","","0"
"2013-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","28820","","","","0"
"2013-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","28576","","","","0"
"2013-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","29120","","","","0"
"2013-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","28041","","","","0"
"2013-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","26603","","","","0"
"2013-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25797","","","","0"
"2013-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25407","","","","0"
"2013-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22423","","","","0"
"2013-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21681","","","","0"
"2014-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22500","","","","0"
"2014-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22672","","","","0"
"2014-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24527","","","","0"
"2014-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24691","","","","0"
"2014-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24589","","","","0"
"2014-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","26502","","","","0"
"2014-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","26072","","","","0"
"2014-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23762","","","","0"
"2014-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23768","","","","0"
"2014-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21258","","","","0"
"2014-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","20147","","","","0"
"2014-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","18395","","","","0"
"2015-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","17732","","","","0"
"2015-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","18900","","","","0"
"2015-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","18088","","","","0"
"2015-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","16178","","","","0"
"2015-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","16299","","","","0"
"2015-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","16277","","","","0"
"2015-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","16687","","","","0"
"2015-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21706","","","","0"
"2015-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22679","","","","0"
"2015-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","21240","","","","0"
"2015-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","20370","","","","0"
"2015-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","22172","","","","0"
"2016-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","20923","","","","0"
"2016-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24112","","","","0"
"2016-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23785","","","","0"
"2016-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","26052","","","","0"
"2016-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27751","","","","0"
"2016-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","27923","","","","0"
"2016-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","28901","","","","0"
"2016-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25902","","","","0"
"2016-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23059","","","","0"
"2016-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","23140","","","","0"
"2016-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25511","","","","0"
"2016-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24383","","","","0"
"2017-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","24190","","","","0"
"2017-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","25196","","","","0"
"2017-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","32096","","","","0"
"2017-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36441","","","","0"
"2017-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","38676","","","","0"
"2017-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","38519","","","","0"
"2017-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39128","","","","0"
"2017-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","37050","","","","0"
"2017-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36575","","","","0"
"2017-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34193","","","","0"
"2017-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","33978","","","","0"
"2017-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","33122","","","","0"
"2018-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","35090","","","","0"
"2018-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","40655","","","","0"
"2018-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","42979","","","","0"
"2018-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","49028","","","","0"
"2018-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","50314","","","","0"
"2018-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","54592","","","","0"
"2018-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","53443","","","","0"
"2018-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","49253","","","","0"
"2018-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","42680","","","","0"
"2018-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","46197","","","","0"
"2018-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","46541","","","","0"
"2018-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","43477","","","","0"
"2019-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","45873","","","","0"
"2019-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","49194","","","","0"
"2019-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","51885","","","","0"
"2019-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","54553","","","","0"
"2019-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","53787","","","","0"
"2019-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","55038","","","","0"
"2019-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","54197","","","","0"
"2019-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","49250","","","","0"
"2019-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","46604","","","","0"
"2019-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","45144","","","","0"
"2019-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","41263","","","","0"
"2019-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39507","","","","0"
"2020-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","40490","","","","0"
"2020-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39599","","","","0"
"2020-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","41768","","","","0"
"2020-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","42598","","","","0"
"2020-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39793","","","","0"
"2020-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","40849","","","","0"
"2020-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39260","","","","0"
"2020-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","37830","","","","0"
"2020-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39842","","","","0"
"2020-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","38021","","","","0"
"2020-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36472","","","","0"
"2020-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36010","","","","0"
"2021-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","37041","","","","0"
"2021-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36182","","","","0"
"2021-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","35119","","","","0"
"2021-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36322","","","","0"
"2021-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","35648","","","","0"
"2021-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","35486","","","","0"
"2021-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36133","","","","0"
"2021-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36264","","","","0"
"2021-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","39482","","","","0"
"2021-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36272","","","","0"
"2021-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36365","","","","0"
"2021-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","35728","","","","0"
"2022-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34511","","","","0"
"2022-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","32344","","","","0"
"2022-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34988","","","","0"
"2022-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34024","","","","0"
"2022-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","33631","","","","0"
"2022-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34314","","","","0"
"2022-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34444","","","","0"
"2022-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","33761","","","","0"
"2022-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","29980","","","","0"
"2022-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","31378","","","","0"
"2022-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","31709","","","","0"
"2022-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","31977","","","","0"
"2023-01","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36473","","","","0"
"2023-02","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","32298","","","","0"
"2023-03","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","33795","","","","0"
"2023-04","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36105","","","","0"
"2023-05","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","37068","","","","0"
"2023-06","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","37310","","","","0"
"2023-07","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","38936","","","","0"
"2023-08","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","40195","","","","0"
"2023-09","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","36411","","","","0"
"2023-10","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","35695","","","","0"
"2023-11","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34362","","","","0"
"2023-12","Canada","2016A000011124","Creamery butter","Supply, total","Tonnes","288","units","0","v381842","1.1.1","34146","","","","0"
"2010-01","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","134","","","","0"
"2010-02","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","439","","","","0"
"2010-03","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","591","","","","0"
"2010-04","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","387","","","","0"
"2010-05","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","427","","","","0"
"2010-06","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","743","","","","0"
"2010-07","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","390","","","","0"
"2010-08","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","163","","","","0"
"2010-09","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","115","","","","0"
"2010-10","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","159","","","","0"
"2010-11","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1636","","","","0"
"2010-12","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1037","","","","0"
"2011-01","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","218","","","","0"
"2011-02","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","32","","","","0"
"2011-03","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","352","","","","0"
"2011-04","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1010","","","","0"
"2011-05","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","510","","","","0"
"2011-06","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1095","","","","0"
"2011-07","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","242","","","","0"
"2011-08","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","2404","","","","0"
"2011-09","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","990","","","","0"
"2011-10","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","369","","","","0"
"2011-11","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","718","","","","0"
"2011-12","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","431","","","","0"
"2012-01","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","529","","","","0"
"2012-02","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","428","","","","0"
"2012-03","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","411","","","","0"
"2012-04","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","107","","","","0"
"2012-05","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","354","","","","0"
"2012-06","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","81","","","","0"
"2012-07","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","382","","","","0"
"2012-08","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","693","","","","0"
"2012-09","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","562","","","","0"
"2012-10","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","688","","","","0"
"2012-11","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1034","","","","0"
"2012-12","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","602","","","","0"
"2013-01","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","751","","","","0"
"2013-02","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","926","","","","0"
"2013-03","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","125","","","","0"
"2013-04","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","97","","","","0"
"2013-05","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","194","","","","0"
"2013-06","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","910","","","","0"
"2013-07","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","396","","","","0"
"2013-08","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","291","","","","0"
"2013-09","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","532","","","","0"
"2013-10","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","705","","","","0"
"2013-11","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","127","","","","0"
"2013-12","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","152","","","","0"
"2014-01","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","505","","","","0"
"2014-02","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","103","","","","0"
"2014-03","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","284","","","","0"
"2014-04","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","213","","","","0"
"2014-05","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","386","","","","0"
"2014-06","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1271","","","","0"
"2014-07","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1524","","","","0"
"2014-08","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","517","","","","0"
"2014-09","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","276","","","","0"
"2014-10","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","909","","","","0"
"2014-11","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","1977","","","","0"
"2014-12","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","766","","","","0"
"2015-01","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","682","","","","0"
"2015-02","Canada","2016A000011124","Creamery butter","Imports","Tonnes","288","units","0","v381845","1.1.4","598","","","","0"
