"REF_DATE","GEO","DGUID","Type of reserve","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","180","","","","0"
"2012-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","194","","","","0"
"2012-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","187","","","","0"
"2012-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","188","","","","0"
"2012-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","181","","","","0"
"2013-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","179","","","","0"
"2013-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","166","","","","0"
"2013-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","165","","","","0"
"2013-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","150","","","","0"
"2013-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","142","","","","0"
"2013-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","121","","","","0"
"2013-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","133","","","","0"
"2013-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","139","","","","0"
"2013-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","130","","","","0"
"2013-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","130","","","","0"
"2013-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","122","","","","0"
"2013-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","115","","","","0"
"2014-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","120","","","","0"
"2014-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","127","","","","0"
"2014-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","124","","","","0"
"2014-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","124","","","","0"
"2014-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","120","","","","0"
"2014-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","126","","","","0"
"2014-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","123","","","","0"
"2014-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","123","","","","0"
"2014-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","117","","","","0"
"2014-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","112","","","","0"
"2014-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","113","","","","0"
"2014-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","116","","","","0"
"2015-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","121","","","","0"
"2015-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","116","","","","0"
"2015-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","114","","","","0"
"2015-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","113","","","","0"
"2015-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","114","","","","0"
"2015-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","112","","","","0"
"2015-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","105","","","","0"
"2015-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","109","","","","0"
"2015-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","107","","","","0"
"2015-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","110","","","","0"
"2015-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","102","","","","0"
"2015-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","58","","","","0"
"2016-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","24","","","","0"
"2016-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2016-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2017-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2018-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2019-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2020-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2021-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2022-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-01","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-02","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-03","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-04","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-05","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-06","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-07","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-08","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-09","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-10","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-11","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2023-12","Canada","2016A000011124","Gold","Dollars","81","millions","6","v122399","1.4","0","","","","0"
"2010-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9239","","","","0"
"2010-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8970","","","","0"
"2010-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9054","","","","0"
"2011-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9183","","","","0"
"2011-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9250","","","","0"
"2011-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9330","","","","0"
"2011-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9532","","","","0"
"2011-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9417","","","","0"
"2011-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9415","","","","0"
"2011-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9406","","","","0"
"2011-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9471","","","","0"
"2011-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9190","","","","0"
"2011-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9326","","","","0"
"2011-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9061","","","","0"
"2011-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8966","","","","0"
"2012-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9053","","","","0"
"2012-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9083","","","","0"
"2012-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9043","","","","0"
"2012-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","9048","","","","0"
"2012-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8581","","","","0"
"2012-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8623","","","","0"
"2012-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8570","","","","0"
"2012-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8649","","","","0"
"2012-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8764","","","","0"
"2012-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8754","","","","0"
"2012-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8722","","","","0"
"2012-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8754","","","","0"
"2013-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8779","","","","0"
"2013-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8629","","","","0"
"2013-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8534","","","","0"
"2013-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8594","","","","0"
"2013-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8499","","","","0"
"2013-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8528","","","","0"
"2013-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8571","","","","0"
"2013-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8583","","","","0"
"2013-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8641","","","","0"
"2013-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8663","","","","0"
"2013-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8648","","","","0"
"2013-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8675","","","","0"
"2014-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8642","","","","0"
"2014-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8718","","","","0"
"2014-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8709","","","","0"
"2014-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8730","","","","0"
"2014-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8680","","","","0"
"2014-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8710","","","","0"
"2014-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8628","","","","0"
"2014-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8557","","","","0"
"2014-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8354","","","","0"
"2014-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8330","","","","0"
"2014-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8251","","","","0"
"2014-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8164","","","","0"
"2015-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7944","","","","0"
"2015-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7927","","","","0"
"2015-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7751","","","","0"
"2015-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7902","","","","0"
"2015-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7813","","","","0"
"2015-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7902","","","","0"
"2015-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7837","","","","0"
"2015-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7916","","","","0"
"2015-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7916","","","","0"
"2015-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7942","","","","0"
"2015-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7801","","","","0"
"2015-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7899","","","","0"
"2016-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7869","","","","0"
"2016-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7874","","","","0"
"2016-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8032","","","","0"
"2016-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8080","","","","0"
"2016-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7990","","","","0"
"2016-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7897","","","","0"
"2016-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7849","","","","0"
"2016-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7855","","","","0"
"2016-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7862","","","","0"
"2016-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7735","","","","0"
"2016-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7633","","","","0"
"2016-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7578","","","","0"
"2017-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7660","","","","0"
"2017-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7633","","","","0"
"2017-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7654","","","","0"
"2017-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7729","","","","0"
"2017-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7801","","","","0"
"2017-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7791","","","","0"
"2017-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7867","","","","0"
"2017-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7901","","","","0"
"2017-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7900","","","","0"
"2017-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7851","","","","0"
"2017-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7911","","","","0"
"2017-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7975","","","","0"
"2018-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8160","","","","0"
"2018-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8134","","","","0"
"2018-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8177","","","","0"
"2018-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8090","","","","0"
"2018-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7971","","","","0"
"2018-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7913","","","","0"
"2018-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7943","","","","0"
"2018-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7926","","","","0"
"2018-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7892","","","","0"
"2018-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7866","","","","0"
"2018-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7891","","","","0"
"2018-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","7941","","","","0"
"2019-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8277","","","","0"
"2019-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8266","","","","0"
"2019-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8209","","","","0"
"2019-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8464","","","","0"
"2019-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8353","","","","0"
"2019-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8454","","","","0"
"2019-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8344","","","","0"
"2019-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8308","","","","0"
"2019-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8277","","","","0"
"2019-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8375","","","","0"
"2019-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8498","","","","0"
"2019-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8527","","","","0"
"2020-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8491","","","","0"
"2020-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8463","","","","0"
"2020-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8410","","","","0"
"2020-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8387","","","","0"
"2020-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8424","","","","0"
"2020-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8534","","","","0"
"2020-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8766","","","","0"
"2020-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8803","","","","0"
"2020-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8719","","","","0"
"2020-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8744","","","","0"
"2020-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8859","","","","0"
"2020-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8886","","","","0"
"2021-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8781","","","","0"
"2021-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8760","","","","0"
"2021-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8625","","","","0"
"2021-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8739","","","","0"
"2021-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8774","","","","0"
"2021-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8670","","","","0"
"2021-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","8685","","","","0"
"2021-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","24091","","","","0"
"2021-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23910","","","","0"
"2021-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","24267","","","","0"
