"REF_DATE","GEO","DGUID","Type of reserve","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","24018","","","","0"
"2021-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23997","","","","0"
"2022-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23863","","","","0"
"2022-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23916","","","","0"
"2022-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23983","","","","0"
"2022-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23322","","","","0"
"2022-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23418","","","","0"
"2022-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22991","","","","0"
"2022-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22919","","","","0"
"2022-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22613","","","","0"
"2022-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22171","","","","0"
"2022-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22008","","","","0"
"2022-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22574","","","","0"
"2022-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22875","","","","0"
"2023-01","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23178","","","","0"
"2023-02","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23091","","","","0"
"2023-03","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23376","","","","0"
"2023-04","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23286","","","","0"
"2023-05","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23144","","","","0"
"2023-06","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23190","","","","0"
"2023-07","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23128","","","","0"
"2023-08","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23366","","","","0"
"2023-09","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23103","","","","0"
"2023-10","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","22923","","","","0"
"2023-11","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23325","","","","0"
"2023-12","Canada","2016A000011124","Special drawing rights","Dollars","81","millions","6","v122400","1.5","23422","","","","0"
"2010-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2818","","","","0"
"2010-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2735","","","","0"
"2010-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3056","","","","0"
"2011-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3461","","","","0"
"2011-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3594","","","","0"
"2011-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3760","","","","0"
"2011-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3844","","","","0"
"2011-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3796","","","","0"
"2011-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3798","","","","0"
"2011-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3795","","","","0"
"2011-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3819","","","","0"
"2011-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3753","","","","0"
"2011-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3811","","","","0"
"2011-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3796","","","","0"
"2011-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3875","","","","0"
"2012-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3915","","","","0"
"2012-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4095","","","","0"
"2012-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4094","","","","0"
"2012-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4159","","","","0"
"2012-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4051","","","","0"
"2012-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4148","","","","0"
"2012-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4130","","","","0"
"2012-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4167","","","","0"
"2012-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4315","","","","0"
"2012-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4311","","","","0"
"2012-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4283","","","","0"
"2012-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4368","","","","0"
"2013-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4492","","","","0"
"2013-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4399","","","","0"
"2013-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4396","","","","0"
"2013-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4405","","","","0"
"2013-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4399","","","","0"
"2013-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4513","","","","0"
"2013-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4595","","","","0"
"2013-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4601","","","","0"
"2013-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4775","","","","0"
"2013-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4731","","","","0"
"2013-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4603","","","","0"
"2013-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4717","","","","0"
"2014-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4688","","","","0"
"2014-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4603","","","","0"
"2014-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4611","","","","0"
"2014-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4623","","","","0"
"2014-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4565","","","","0"
"2014-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4628","","","","0"
"2014-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4565","","","","0"
"2014-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4527","","","","0"
"2014-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4297","","","","0"
"2014-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4225","","","","0"
"2014-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4185","","","","0"
"2014-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3664","","","","0"
"2015-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3444","","","","0"
"2015-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3175","","","","0"
"2015-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2757","","","","0"
"2015-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2792","","","","0"
"2015-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2736","","","","0"
"2015-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2751","","","","0"
"2015-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2728","","","","0"
"2015-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2745","","","","0"
"2015-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2770","","","","0"
"2015-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2728","","","","0"
"2015-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2680","","","","0"
"2015-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2719","","","","0"
"2016-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2709","","","","0"
"2016-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2327","","","","0"
"2016-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2358","","","","0"
"2016-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2372","","","","0"
"2016-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2348","","","","0"
"2016-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2321","","","","0"
"2016-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2312","","","","0"
"2016-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2313","","","","0"
"2016-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2306","","","","0"
"2016-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2270","","","","0"
"2016-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2206","","","","0"
"2016-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2191","","","","0"
"2017-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2196","","","","0"
"2017-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2164","","","","0"
"2017-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2169","","","","0"
"2017-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2192","","","","0"
"2017-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2212","","","","0"
"2017-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2201","","","","0"
"2017-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2213","","","","0"
"2017-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2177","","","","0"
"2017-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2177","","","","0"
"2017-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2121","","","","0"
"2017-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2137","","","","0"
"2017-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","1999","","","","0"
"2018-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2084","","","","0"
"2018-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2068","","","","0"
"2018-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2073","","","","0"
"2018-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2046","","","","0"
"2018-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2015","","","","0"
"2018-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2399","","","","0"
"2018-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2374","","","","0"
"2018-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2368","","","","0"
"2018-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2357","","","","0"
"2018-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2480","","","","0"
"2018-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2482","","","","0"
"2018-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2706","","","","0"
"2019-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2687","","","","0"
"2019-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2672","","","","0"
"2019-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2653","","","","0"
"2019-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2966","","","","0"
"2019-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2948","","","","0"
"2019-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","2919","","","","0"
"2019-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3148","","","","0"
"2019-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3132","","","","0"
"2019-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3120","","","","0"
"2019-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3157","","","","0"
"2019-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3094","","","","0"
"2019-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3157","","","","0"
"2020-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3144","","","","0"
"2020-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3110","","","","0"
"2020-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3080","","","","0"
"2020-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3384","","","","0"
"2020-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","3733","","","","0"
"2020-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4047","","","","0"
"2020-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4165","","","","0"
"2020-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4183","","","","0"
"2020-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4122","","","","0"
"2020-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4346","","","","0"
"2020-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4403","","","","0"
"2020-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4722","","","","0"
"2021-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4653","","","","0"
"2021-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4648","","","","0"
"2021-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4497","","","","0"
"2021-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4489","","","","0"
"2021-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4382","","","","0"
"2021-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4445","","","","0"
"2021-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4501","","","","0"
"2021-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4487","","","","0"
"2021-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4425","","","","0"
"2021-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4430","","","","0"
"2021-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4473","","","","0"
"2021-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4469","","","","0"
"2022-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4444","","","","0"
"2022-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4454","","","","0"
"2022-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4394","","","","0"
"2022-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4240","","","","0"
"2022-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4257","","","","0"
"2022-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4274","","","","0"
"2022-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4261","","","","0"
"2022-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4189","","","","0"
"2022-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4107","","","","0"
"2022-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4123","","","","0"
"2022-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4307","","","","0"
"2022-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4348","","","","0"
"2023-01","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4365","","","","0"
"2023-02","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4389","","","","0"
"2023-03","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4443","","","","0"
"2023-04","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4444","","","","0"
"2023-05","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4364","","","","0"
"2023-06","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4293","","","","0"
"2023-07","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4378","","","","0"
"2023-08","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4258","","","","0"
"2023-09","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4210","","","","0"
"2023-10","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4037","","","","0"
"2023-11","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4076","","","","0"
"2023-12","Canada","2016A000011124","Reserve position in the International Monetary Fund (IMF)","Dollars","81","millions","6","v122401","1.6","4215","","","","0"
"2022-06","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","0","","","","0"
"2022-07","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","0","","","","0"
"2022-08","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","0","","","","0"
"2022-09","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","0","","","","0"
"2022-10","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","292","","","","0"
"2022-11","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","299","","","","0"
"2022-12","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","303","","","","0"
"2023-01","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","307","","","","0"
"2023-02","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","302","","","","0"
"2023-03","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","306","","","","0"
"2023-04","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","306","","","","0"
"2023-05","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","326","","","","0"
"2023-06","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","327","","","","0"
"2023-07","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","518","","","","0"
"2023-08","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","513","","","","0"
"2023-09","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","507","","","","0"
"2023-10","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","507","","","","0"
"2023-11","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","514","","","","0"
"2023-12","Canada","2016A000011124","Other reserve assets","Dollars","81","millions","6","v1490434194","1.7","725","","","","0"


